km,abs,airco,price,radio,tow_bar,cd_player,met_color,mistlamps,sport_model,central_lock,metallic_rim,mfr_guarantee,bovag_guarantee,backseat_divider,age_08_04_calculada,fuel_type_encoded
71263.0,0,0,5950.0,0,0,1,0,0,0,0,0,0,0,0,78,2
71186.0,1,1,7500.0,0,0,0,0,0,1,0,0,0,1,1,77,2
71054.0,0,0,8950.0,0,0,0,0,0,0,0,0,0,1,0,71,2
71000.0,0,0,7950.0,0,0,0,1,0,0,0,0,1,0,0,75,2
70939.0,0,0,6900.0,0,1,0,1,0,0,1,0,0,1,0,79,2
70932.0,1,0,7450.0,0,0,0,1,0,1,1,0,1,1,1,76,2
70597.0,1,0,8500.0,0,1,1,1,0,1,1,0,1,1,1,79,2
70482.0,1,0,7500.0,0,0,0,1,0,0,0,0,0,1,0,72,2
70124.0,0,0,8750.0,1,0,0,1,0,0,1,0,1,1,1,76,2
70039.0,1,0,7500.0,0,1,0,1,0,1,0,0,1,1,1,75,2
69904.0,0,1,9950.0,0,0,0,0,0,0,1,0,0,1,1,79,2
69388.0,0,0,7950.0,0,0,0,0,0,0,0,0,0,0,0,74,2
69320.0,0,1,9950.0,0,0,0,1,0,0,1,0,1,1,1,74,2
69000.0,0,0,9250.0,0,0,1,1,1,0,1,0,0,1,1,77,2
68988.0,0,0,9250.0,0,0,0,1,0,0,0,1,1,1,1,72,2
68945.0,0,1,9950.0,0,1,0,1,0,0,1,0,1,1,1,78,2
68285.0,1,0,5950.0,0,0,0,1,0,1,0,0,1,1,1,73,2
68000.0,0,1,7995.0,1,1,0,1,0,0,1,0,0,1,0,75,2
68000.0,1,0,8950.0,0,0,0,1,0,0,0,0,1,1,1,69,2
67451.0,1,0,7450.0,0,0,1,1,0,0,0,0,0,1,0,74,2
67266.0,0,0,8250.0,1,0,0,1,0,1,1,0,0,1,1,75,2
67255.0,0,0,8500.0,0,0,0,0,0,0,0,0,0,1,1,77,2
67100.0,1,1,8500.0,1,0,0,1,1,0,1,1,0,1,1,69,2
67092.0,1,1,9400.0,0,0,0,1,0,1,1,0,0,1,1,68,1
66880.0,1,0,7250.0,0,1,0,1,1,0,1,1,1,1,1,79,2
66855.0,1,1,8950.0,0,1,0,1,1,0,1,1,0,1,1,78,2
66843.0,1,1,9450.0,0,0,0,1,1,0,1,1,1,1,1,79,2
66718.0,0,1,8500.0,0,0,0,1,0,0,1,0,0,0,0,73,2
66168.0,1,0,6750.0,0,0,0,1,0,0,0,0,1,1,1,79,2
65950.0,1,0,7400.0,0,0,0,0,0,1,0,0,0,1,1,79,2
65500.0,0,0,8950.0,0,0,0,1,0,0,0,0,1,1,0,77,2
65307.0,1,0,6900.0,0,1,0,1,1,0,1,1,1,1,1,79,2
65254.0,0,0,7750.0,0,1,1,1,0,0,0,0,1,1,1,78,2
65021.0,1,0,8950.0,0,1,0,1,0,0,0,0,0,1,1,70,1
65006.0,0,0,6950.0,1,0,0,1,0,1,0,0,0,1,1,74,2
64280.0,0,0,8495.0,0,0,0,0,0,0,0,1,1,1,0,76,2
64000.0,0,0,10000.0,0,0,0,0,1,0,1,0,0,1,1,74,2
64000.0,0,0,6999.0,0,1,0,1,0,0,0,0,0,1,1,70,2
64000.0,0,0,8950.0,0,0,0,0,1,0,1,0,0,1,1,79,2
63918.0,0,0,8500.0,0,0,0,0,0,0,1,0,0,1,0,78,2
63634.0,1,1,8750.0,0,0,0,1,0,0,1,1,0,1,1,74,2
63500.0,0,0,7499.0,0,1,0,1,0,0,1,0,0,0,0,79,2
63266.0,0,1,9000.0,0,0,0,1,0,0,1,0,1,1,0,79,2
62595.0,1,0,8950.0,0,0,0,1,0,1,0,0,1,1,1,76,2
62581.0,0,0,6950.0,0,0,0,0,0,0,1,0,0,1,1,79,2
62285.0,1,1,8500.0,0,1,0,1,1,0,1,1,1,1,1,76,2
61906.0,1,0,8450.0,0,0,0,1,1,1,1,0,0,1,1,76,2
61700.0,0,1,8950.0,0,0,0,0,0,0,0,0,0,1,1,73,2
61648.0,1,0,8250.0,0,1,0,1,0,1,1,0,1,1,1,76,2
61626.0,1,0,7950.0,0,0,0,0,0,0,0,0,0,1,0,74,2
61510.0,1,0,7450.0,0,1,0,0,0,0,0,0,1,1,0,69,2
61165.0,1,1,9000.0,0,0,0,1,0,1,0,0,1,1,1,78,2
61000.0,1,0,7150.0,0,1,0,1,0,0,1,0,0,1,0,69,2
60833.0,1,0,7750.0,0,0,0,1,0,0,0,0,0,1,0,75,2
60600.0,0,0,5845.0,1,0,0,0,0,0,0,0,0,0,0,69,2
60483.0,1,0,8500.0,0,0,0,1,0,0,1,0,1,1,1,71,2
60476.0,1,1,8250.0,0,0,0,1,1,0,1,0,0,1,0,79,2
60142.0,0,0,9450.0,0,0,0,0,0,0,1,0,1,1,0,78,2
60050.0,1,0,6750.0,0,1,0,1,0,0,0,0,0,1,1,68,2
60000.0,1,0,8400.0,0,0,1,1,0,1,1,0,0,1,1,76,2
60000.0,1,0,7900.0,0,0,0,0,0,1,0,0,1,1,1,75,2
59815.0,0,1,7950.0,0,1,0,1,1,0,1,0,0,0,0,75,2
59326.0,0,0,8750.0,0,0,0,1,0,0,0,0,1,1,1,79,2
59240.0,1,1,9900.0,1,0,0,1,0,1,1,0,1,1,1,72,2
59164.0,1,0,6495.0,0,0,0,0,0,0,0,0,0,1,0,70,2
59017.0,1,1,8250.0,0,1,0,1,0,1,1,0,1,1,1,69,2
58952.0,1,1,6900.0,1,1,0,1,0,1,1,0,0,1,1,68,2
58454.0,1,0,7500.0,0,1,0,1,0,1,1,0,0,1,1,73,2
58341.0,0,0,7950.0,0,1,1,1,0,0,0,0,1,1,0,74,2
58267.0,1,0,8250.0,1,0,0,1,0,0,1,1,0,1,0,79,2
58000.0,1,0,8950.0,1,1,0,0,0,0,1,1,0,0,0,79,2
57829.0,1,1,9750.0,0,0,0,0,1,0,1,0,0,1,0,69,2
57787.0,1,0,8250.0,0,0,0,0,0,1,0,0,1,1,1,79,2
57628.0,0,0,8900.0,0,0,0,0,0,0,1,0,0,1,1,77,2
57537.0,0,0,8950.0,0,0,0,1,0,0,0,0,0,1,1,74,2
57263.0,0,0,6750.0,0,1,0,1,0,0,0,1,0,1,1,75,2
57144.0,1,0,7950.0,0,1,0,1,0,1,0,1,1,1,1,74,2
57096.0,1,0,8600.0,0,1,0,1,1,1,1,1,0,1,1,68,2
57000.0,0,0,7750.0,0,0,0,0,0,0,0,0,1,1,0,79,2
56566.0,0,1,7800.0,0,1,0,1,0,1,1,1,0,1,1,72,2
56307.0,1,1,8750.0,0,0,0,1,0,1,1,0,1,1,1,72,2
56214.0,1,0,9500.0,0,0,0,0,0,0,1,0,0,0,0,78,2
56132.0,0,0,7750.0,0,0,0,0,0,0,0,0,0,1,0,73,2
55425.0,0,1,9950.0,0,0,0,0,0,0,1,0,1,1,1,78,2
54439.0,0,0,7750.0,1,1,0,1,0,0,1,0,0,1,1,76,2
53809.0,1,0,5950.0,0,0,0,1,0,1,0,0,0,1,1,68,2
53133.0,0,1,10950.0,0,0,0,1,0,1,0,0,1,1,1,75,2
52900.0,0,0,9450.0,0,0,0,1,0,0,0,0,0,1,0,76,2
52700.0,0,0,8250.0,0,1,0,0,0,1,0,0,0,1,1,79,2
52320.0,1,0,9750.0,0,1,0,0,0,0,1,0,1,1,1,68,2
52287.0,1,0,7450.0,0,0,0,0,0,0,1,0,0,1,0,77,2
52000.0,1,1,8750.0,1,0,0,0,0,0,1,0,0,0,0,74,2
52000.0,0,0,8750.0,0,1,0,1,0,0,0,0,0,1,1,68,2
52000.0,0,0,8500.0,0,1,0,1,0,0,1,0,1,1,0,72,2
51874.0,1,0,8950.0,1,0,0,0,0,0,0,0,0,1,0,69,2
49827.0,0,0,7500.0,0,0,0,1,0,0,1,0,0,1,1,78,2
49640.0,1,0,7250.0,0,1,1,1,0,0,0,0,0,1,0,68,2
49580.0,1,0,7450.0,0,0,0,1,0,0,1,0,0,1,0,79,2
49170.0,0,0,8750.0,0,0,0,0,0,0,0,0,1,1,0,75,2
48838.0,0,0,9800.0,0,0,0,0,1,0,1,0,0,1,1,76,2
48576.0,1,0,7500.0,0,0,0,1,0,0,0,0,1,1,1,70,2
48400.0,1,0,8950.0,0,0,0,1,0,0,1,1,0,1,1,74,2
48242.0,0,0,8950.0,0,1,0,1,0,0,0,0,0,1,0,73,2
47955.0,0,0,7450.0,1,0,0,1,0,0,0,0,0,1,0,69,2
47633.0,0,1,8950.0,0,1,0,1,0,0,0,0,0,0,0,70,2
47400.0,0,0,10500.0,1,1,0,1,1,0,1,0,1,1,1,77,2
47360.0,0,0,7000.0,0,0,0,0,0,0,0,0,0,1,1,72,2
45507.0,1,1,8500.0,0,1,0,1,0,1,1,0,0,1,1,76,2
45410.0,1,0,7750.0,0,0,0,1,0,0,0,0,1,1,1,75,2
44850.0,1,1,8950.0,0,0,1,1,0,1,0,0,0,1,1,69,2
44826.0,0,1,8250.0,0,1,0,0,0,0,1,0,0,1,1,68,2
44444.0,1,1,9250.0,0,0,1,1,1,1,1,1,1,1,1,79,2
43720.0,1,0,7900.0,0,1,0,1,0,1,0,0,0,1,1,74,2
43622.0,0,0,8500.0,0,0,0,1,0,0,1,0,0,1,0,77,2
43532.0,0,0,7950.0,0,0,0,0,0,0,0,0,1,1,1,75,2
42800.0,1,0,9950.0,0,0,0,1,0,1,0,0,1,1,1,68,2
42317.0,0,1,8750.0,1,1,0,1,1,0,1,0,1,1,1,73,2
42186.0,1,0,7500.0,0,1,0,1,1,0,0,0,0,1,1,79,2
42000.0,1,0,6950.0,0,0,0,1,0,1,0,0,0,1,1,71,2
40093.0,0,0,8950.0,1,0,0,0,0,0,1,0,0,1,0,78,2
39800.0,1,0,8750.0,0,0,0,0,0,1,0,0,0,1,1,78,2
39168.0,1,0,7750.0,0,0,0,0,0,1,0,0,1,1,1,72,2
38945.0,0,1,8450.0,0,0,0,1,0,0,1,1,1,1,1,74,2
36537.0,0,0,8150.0,0,0,0,0,0,0,0,0,0,1,0,75,2
36000.0,0,0,8500.0,0,0,0,0,0,0,0,0,0,1,1,77,2
36000.0,0,0,7600.0,0,0,0,1,0,0,1,1,1,1,1,77,2
35821.0,1,0,7950.0,0,0,0,0,0,0,0,0,0,1,0,79,2
34717.0,0,0,7750.0,0,0,0,0,0,0,0,0,0,1,0,72,2
34000.0,0,0,7950.0,0,0,0,1,0,0,0,0,1,1,0,79,2
30964.0,0,1,9950.0,0,1,0,0,0,0,0,0,1,1,0,77,2
29000.0,0,0,8950.0,0,0,0,1,0,0,0,0,1,1,1,70,2
26000.0,1,0,8450.0,0,0,0,0,0,1,0,0,0,1,1,71,2
24000.0,0,0,8950.0,0,1,0,1,0,0,0,0,1,1,0,77,2
23000.0,1,0,8450.0,0,0,0,0,0,1,0,1,0,1,1,79,2
20544.0,1,1,7500.0,0,0,0,1,1,1,1,0,1,1,1,68,2
19000.0,1,0,10845.0,0,0,0,0,0,1,0,0,0,1,1,71,2
17016.0,0,0,8500.0,0,0,0,0,0,0,0,0,0,1,1,70,2
16916.0,0,0,7250.0,0,0,0,1,0,0,0,0,1,1,1,69,2
